payment_id,subscription_id,payment_date,amount,payment_method
6045,1942,2023-01-30,314,UPI
6046,552,2023-09-26,673,Debit Card
6047,2670,2023-10-12,637,Net Banking
6048,2621,2023-12-25,517,Net Banking
6049,1925,2022-11-06,325,Net Banking
6050,1994,2024-06-02,367,Credit Card
6051,163,2023-04-05,631,UPI
6052,732,2024-03-23,448,Credit Card
6053,84,2022-09-04,410,Credit Card
6054,1518,2024-05-24,336,Credit Card
6055,2818,2023-11-21,685,Net Banking
6056,593,2022-10-18,535,Debit Card
6057,1412,2022-10-11,392,Net Banking
6058,1419,2022-10-24,332,Net Banking
6059,2730,2023-06-29,602,Debit Card
6060,2432,2022-07-02,547,Net Banking
6061,2966,2024-09-03,684,Debit Card
6062,2380,2023-07-19,462,Debit Card
6063,900,2023-07-23,635,Credit Card
6064,2259,2022-06-23,560,Debit Card
6065,1562,2023-10-26,397,Debit Card
6066,1882,2023-07-17,632,Net Banking
6067,2114,2022-01-22,543,Credit Card
6068,1124,2022-07-04,632,Debit Card
6069,1443,2024-07-14,532,Debit Card
6070,324,2023-06-18,613,UPI
6071,2371,2022-08-29,335,Credit Card
6072,2972,2023-03-13,648,Debit Card
6073,2763,2022-03-24,632,Debit Card
6074,1306,2022-09-13,458,Net Banking
6075,2949,2022-02-28,476,Credit Card
6076,1923,2024-05-25,634,Credit Card
6077,2031,2023-05-06,490,Credit Card
6078,2963,2023-07-26,581,UPI
6079,2320,2022-10-17,636,Net Banking
6080,811,2024-03-12,476,Net Banking
6081,1548,2023-06-01,512,Net Banking
6082,514,2024-02-27,335,Debit Card
6083,2240,2024-08-14,304,UPI
6084,2371,2023-01-03,336,UPI
6085,2263,2022-10-14,677,UPI
6086,1139,2024-02-06,386,Debit Card
6087,1519,2023-08-20,469,UPI
6088,413,2022-07-20,395,Credit Card
6089,1342,2023-09-20,333,UPI
6090,1205,2022-04-09,596,Net Banking
6091,853,2023-11-07,651,UPI
6092,450,2024-07-31,681,Credit Card
6093,107,2023-09-03,509,Net Banking
6094,1265,2022-12-17,353,Debit Card
6095,1757,2022-08-23,504,UPI
6096,2480,2022-01-11,470,Credit Card
6097,1032,2022-03-08,550,Debit Card
6098,2035,2024-06-23,371,Debit Card
6099,972,2022-09-25,367,Net Banking
6100,2876,2023-05-14,556,Net Banking
6101,162,2023-12-28,400,Debit Card
6102,887,2023-10-11,578,Credit Card
6103,574,2023-06-13,340,Net Banking
6104,259,2024-06-27,568,Debit Card
6105,1448,2024-08-25,456,Net Banking
6106,2794,2024-05-22,682,UPI
6107,570,2024-09-04,360,Credit Card
6108,661,2023-03-28,682,UPI
6109,2382,2023-03-10,424,Net Banking
6110,891,2022-03-14,343,UPI
6111,2484,2024-05-11,404,Debit Card
6112,431,2024-07-08,307,Net Banking
6113,664,2024-09-24,422,Credit Card
6114,1770,2024-01-20,691,UPI
6115,2382,2024-06-28,431,Credit Card
6116,110,2022-08-29,571,Credit Card
6117,2087,2024-03-31,308,Debit Card
6118,2888,2023-03-04,451,UPI
6119,2930,2022-04-05,645,Credit Card
6120,183,2022-05-13,333,Debit Card
6121,1248,2022-03-19,660,UPI
6122,98,2023-07-12,343,Net Banking
6123,187,2022-05-18,564,UPI
6124,1732,2022-03-06,516,Net Banking
6125,2183,2023-04-02,627,Debit Card
6126,753,2024-02-17,331,UPI
6127,2327,2023-09-14,592,Net Banking
6128,45,2022-08-03,639,Debit Card
6129,85,2022-10-14,395,UPI
6130,2721,2023-05-23,429,Debit Card
6131,2967,2022-07-29,456,UPI
6132,532,2022-04-17,321,Net Banking
6133,1480,2022-03-09,322,Credit Card
6134,1206,2024-05-13,501,Credit Card
6135,269,2022-01-13,621,UPI
6136,453,2022-07-24,361,Debit Card
6137,1378,2023-01-11,469,Net Banking
6138,2340,2022-11-07,367,Credit Card
6139,2953,2023-04-29,688,Debit Card
6140,2805,2023-11-29,364,Debit Card
6141,2445,2024-09-10,481,Net Banking
6142,2837,2023-04-21,365,Credit Card
6143,2004,2023-01-22,698,Credit Card
6144,2912,2023-06-20,690,Net Banking
6145,2930,2023-07-22,531,Net Banking
6146,1735,2023-05-03,675,Net Banking
6147,1520,2024-06-04,331,Debit Card
6148,2049,2023-05-07,536,Credit Card
6149,528,2024-03-19,408,Credit Card
6150,2184,2024-09-21,592,Debit Card
6151,2518,2023-04-13,628,Debit Card
6152,171,2022-10-12,558,Net Banking
6153,921,2022-02-09,439,UPI
6154,479,2023-08-25,428,UPI
6155,1400,2024-01-28,555,Net Banking
6156,2089,2024-04-07,342,Net Banking
6157,2967,2022-08-17,442,Credit Card
6158,2206,2023-07-23,650,Credit Card
6159,2043,2024-09-11,595,Net Banking
6160,1277,2024-01-16,645,Credit Card
6161,1016,2023-10-04,623,Credit Card
6162,1425,2024-06-16,547,UPI
6163,2089,2022-12-06,616,Debit Card
6164,2330,2022-04-19,691,UPI
6165,977,2023-11-09,499,Debit Card
6166,136,2023-01-06,441,UPI
6167,2462,2022-07-15,691,Debit Card
6168,2391,2022-07-07,528,Credit Card
6169,2762,2023-08-01,460,UPI
6170,128,2024-08-23,509,Debit Card
6171,2116,2022-11-18,514,Net Banking
6172,35,2022-05-24,326,Net Banking
6173,2601,2022-03-18,692,UPI
6174,808,2023-04-15,585,UPI
6175,762,2022-02-26,650,UPI
6176,1471,2023-11-30,631,UPI
6177,2945,2022-12-11,685,Debit Card
6178,2760,2022-11-24,435,UPI
6179,148,2023-04-06,687,Net Banking
6180,1868,2023-04-25,656,Debit Card
6181,2640,2024-01-03,672,Debit Card
6182,434,2024-02-20,315,Credit Card
6183,1866,2024-03-09,370,Credit Card
6184,1136,2022-01-23,692,UPI
6185,2026,2024-02-18,333,Credit Card
6186,712,2022-10-30,505,Credit Card
6187,2819,2023-03-31,486,Net Banking
6188,2202,2023-12-11,306,UPI
6189,389,2024-08-23,310,UPI
6190,2261,2023-03-14,508,Net Banking
6191,336,2023-06-19,513,UPI
6192,1120,2022-06-02,520,Debit Card
6193,1198,2022-11-04,553,Credit Card
6194,2850,2022-09-22,587,Net Banking
6195,1926,2022-03-26,357,Credit Card
6196,482,2023-05-30,536,Net Banking
6197,57,2022-08-25,423,Debit Card
6198,1337,2023-04-20,696,Credit Card
6199,2839,2022-10-20,636,UPI
6200,919,2024-03-15,685,Credit Card
6201,1899,2022-09-08,367,UPI
6202,1541,2023-11-07,515,Net Banking
6203,2693,2024-07-02,430,Credit Card
6204,876,2023-10-17,696,Credit Card
6205,1069,2024-03-28,415,Credit Card
6206,1901,2023-03-29,618,Debit Card
6207,1070,2023-02-18,592,Debit Card
6208,1162,2023-04-24,310,UPI
6209,2161,2022-05-05,352,Debit Card
6210,243,2022-04-06,560,Net Banking
6211,1182,2022-09-08,368,Debit Card
6212,343,2024-04-13,434,UPI
6213,2824,2023-01-24,489,Credit Card
6214,2090,2024-03-17,362,Debit Card
6215,1900,2023-01-12,603,Credit Card
6216,1945,2022-02-28,310,Debit Card
6217,1111,2022-09-05,687,Net Banking
6218,1110,2022-07-22,672,Debit Card
6219,1451,2024-06-28,494,Net Banking
6220,1213,2022-01-30,699,UPI
6221,861,2023-01-25,369,UPI
6222,375,2024-06-15,631,Debit Card
6223,842,2022-05-07,336,UPI
6224,1057,2022-04-22,625,Credit Card
6225,466,2023-08-30,312,Debit Card
6226,114,2023-01-24,304,Net Banking
6227,420,2022-09-11,676,Net Banking
6228,2661,2023-08-21,403,Credit Card
6229,136,2023-01-05,364,Debit Card
6230,309,2023-11-23,457,UPI
6231,672,2023-10-25,516,Net Banking
6232,2679,2024-08-26,424,UPI
6233,820,2023-07-28,434,Debit Card
6234,1295,2024-03-04,516,Credit Card
6235,507,2024-05-02,508,Credit Card
6236,2808,2022-11-17,641,UPI
6237,1107,2024-01-23,371,Net Banking
6238,2875,2022-03-29,572,UPI
6239,1350,2022-11-19,406,Net Banking
6240,1298,2023-07-03,377,Net Banking
6241,2171,2022-05-11,667,UPI
6242,246,2023-07-01,353,UPI
6243,2507,2023-08-18,635,UPI
6244,129,2022-07-07,397,Debit Card
6245,799,2022-12-22,583,UPI
6246,2430,2022-08-24,477,Credit Card
6247,2842,2022-07-31,641,UPI
6248,2642,2022-06-25,559,Credit Card
6249,1377,2022-01-29,552,UPI
6250,187,2024-06-12,553,Credit Card
6251,2400,2023-12-04,621,Net Banking
6252,868,2023-01-05,431,UPI
6253,539,2023-01-02,391,UPI
6254,2883,2023-12-20,541,Net Banking
6255,2002,2023-05-10,428,UPI
6256,1121,2023-08-03,498,UPI
6257,2406,2022-09-09,316,UPI
6258,1750,2022-10-17,326,Credit Card
6259,1781,2022-01-09,496,Debit Card
6260,1599,2022-11-01,578,Net Banking
6261,516,2024-09-10,678,Net Banking
6262,1492,2024-04-05,485,Debit Card
6263,2036,2023-04-19,602,Debit Card
6264,2304,2022-12-27,632,UPI
6265,2676,2024-04-03,493,Credit Card
6266,2388,2022-04-14,370,Credit Card
6267,91,2024-06-26,429,Credit Card
6268,1917,2022-06-10,483,UPI
6269,1451,2024-01-19,400,Net Banking
6270,179,2022-04-05,685,Net Banking
6271,248,2023-08-11,613,Debit Card
6272,579,2024-05-12,622,UPI
6273,1920,2022-02-01,524,Debit Card
6274,1627,2024-09-02,368,UPI
6275,2738,2024-08-18,352,Net Banking
6276,1216,2022-07-26,362,Net Banking
6277,233,2022-08-11,366,UPI
6278,241,2023-10-27,417,UPI
6279,1010,2023-11-22,623,UPI
6280,1096,2024-08-18,378,Net Banking
6281,2281,2023-08-10,482,Debit Card
6282,2809,2024-08-04,423,Net Banking
6283,372,2024-03-16,554,UPI
6284,2335,2023-03-01,670,UPI
6285,1377,2024-08-06,455,UPI
6286,2914,2023-10-01,480,Net Banking
6287,2077,2024-06-15,358,Debit Card
6288,1838,2024-01-13,397,Credit Card
6289,2020,2023-12-28,446,Debit Card
6290,1800,2024-01-17,353,Debit Card
6291,544,2024-05-20,373,UPI
6292,97,2022-06-15,408,Debit Card
6293,1615,2024-06-02,639,Debit Card
6294,1949,2023-02-01,351,Net Banking
6295,1674,2024-07-29,437,Credit Card
6296,2730,2022-10-11,319,UPI
6297,2984,2024-08-03,498,UPI
6298,2719,2023-01-11,349,Credit Card
6299,670,2023-07-20,492,Debit Card
6300,2068,2022-03-23,361,Credit Card
6301,1435,2022-01-07,368,Debit Card
6302,2179,2024-01-06,607,Debit Card
6303,156,2023-05-04,695,UPI
6304,2782,2023-10-14,472,UPI
6305,696,2024-03-23,568,Debit Card
6306,1812,2024-03-09,514,Net Banking
6307,1973,2024-03-24,438,Debit Card
6308,845,2023-10-02,406,UPI
6309,2864,2022-09-29,410,Debit Card
6310,2617,2024-06-20,532,Debit Card
6311,2996,2024-03-17,367,Net Banking
6312,2131,2024-09-13,409,Net Banking
6313,2370,2022-07-11,339,UPI
6314,491,2022-02-12,305,Debit Card
6315,1554,2022-01-02,549,Net Banking
6316,677,2022-03-11,430,Debit Card
6317,2573,2023-10-04,427,Net Banking
6318,2332,2023-11-14,494,UPI
6319,888,2024-06-14,553,Credit Card
6320,1480,2024-07-13,481,Net Banking
6321,1019,2022-04-25,312,UPI
6322,744,2022-01-05,585,Debit Card
6323,269,2023-07-24,531,Debit Card
6324,125,2023-11-13,589,UPI
6325,212,2023-05-03,617,Debit Card
6326,955,2023-04-24,529,Debit Card
6327,432,2022-05-14,612,Net Banking
6328,790,2024-06-29,439,Credit Card
6329,1276,2023-06-14,473,Credit Card
6330,655,2023-12-02,652,Net Banking
6331,2744,2024-07-23,490,Credit Card
6332,2153,2022-06-02,509,Credit Card
6333,2,2023-09-15,329,Net Banking
6334,618,2022-06-26,313,Net Banking
6335,350,2024-06-11,379,Credit Card
6336,2140,2023-08-22,684,UPI
6337,1423,2022-07-04,424,UPI
6338,2336,2023-02-28,694,Credit Card
6339,539,2022-08-29,406,Credit Card
6340,1343,2024-04-10,616,Net Banking
6341,1437,2022-04-28,534,UPI
6342,1825,2024-03-19,616,Credit Card
6343,810,2022-06-21,399,Credit Card
6344,2257,2023-06-23,574,Credit Card
6345,1778,2024-06-03,300,UPI
6346,275,2023-04-22,471,Credit Card
6347,694,2024-09-04,674,UPI
6348,499,2024-08-27,412,Credit Card
6349,193,2023-03-31,561,Net Banking
6350,2022,2023-10-28,477,Net Banking
6351,1330,2022-12-15,648,UPI
6352,21,2023-08-25,472,Credit Card
6353,1244,2022-12-10,321,UPI
6354,2534,2024-04-28,523,Debit Card
6355,1017,2023-02-05,510,UPI
6356,2774,2023-02-07,364,Net Banking
6357,730,2023-05-29,518,UPI
6358,428,2023-07-08,362,UPI
6359,2826,2022-05-18,319,UPI
6360,926,2023-10-29,582,UPI
6361,2713,2022-11-28,322,UPI
6362,1644,2022-05-30,353,Net Banking
6363,1582,2022-09-25,638,Debit Card
6364,1212,2023-09-12,402,UPI
6365,437,2023-03-12,665,Net Banking
6366,1840,2022-09-20,316,Net Banking
6367,2278,2024-07-04,646,Net Banking
6368,2309,2023-06-08,675,UPI
6369,2183,2022-11-19,527,UPI
6370,2542,2022-03-19,683,Credit Card
6371,224,2023-02-09,629,Net Banking
6372,1875,2023-10-19,376,Net Banking
6373,1187,2024-08-30,345,Net Banking
6374,2560,2022-08-30,633,Net Banking
6375,2204,2023-09-18,461,Debit Card
6376,1862,2023-04-30,325,Credit Card
6377,656,2022-10-13,593,Debit Card
6378,449,2023-03-18,678,UPI
6379,1460,2023-11-24,642,Debit Card
6380,1060,2022-09-10,523,Credit Card
6381,1108,2023-03-27,300,UPI
6382,161,2023-05-10,620,Debit Card
6383,1594,2022-12-19,333,Net Banking
6384,1529,2023-02-08,595,Debit Card
6385,1770,2024-07-10,655,Debit Card
6386,206,2024-05-03,695,Debit Card
6387,2738,2024-09-19,670,Debit Card
6388,1924,2024-09-02,405,UPI
6389,2033,2022-05-01,371,UPI
6390,1595,2024-07-01,546,Debit Card
6391,297,2022-06-08,426,Credit Card
6392,111,2023-07-20,698,UPI
6393,1876,2023-11-07,558,UPI
6394,2405,2022-04-28,487,Debit Card
6395,582,2023-12-24,455,Debit Card
6396,1395,2024-03-05,497,Net Banking
6397,81,2022-01-08,596,Credit Card
6398,1367,2024-07-27,550,Debit Card
6399,1669,2023-11-01,609,Credit Card
6400,2859,2024-09-03,404,Credit Card
6401,829,2024-07-12,436,Credit Card
6402,1008,2024-04-21,625,Net Banking
6403,1386,2023-11-01,395,Debit Card
6404,2410,2023-06-12,464,Net Banking
6405,3000,2024-08-16,573,UPI
6406,2526,2024-06-30,646,Net Banking
6407,2950,2024-04-01,524,Credit Card
6408,2042,2024-03-31,321,Net Banking
6409,181,2022-01-26,554,UPI
6410,1546,2022-04-12,441,Debit Card
6411,1014,2024-06-11,526,Credit Card
6412,209,2024-03-13,441,Credit Card
6413,2989,2024-06-07,637,Net Banking
6414,1266,2024-07-02,444,Debit Card
6415,1588,2023-07-28,523,Credit Card
6416,2705,2024-01-16,625,Net Banking
6417,977,2023-05-31,658,Net Banking
6418,1789,2022-07-10,339,UPI
6419,1958,2023-12-26,549,UPI
6420,26,2024-01-27,465,UPI
6421,1535,2024-05-03,555,Net Banking
6422,1758,2022-05-05,567,Debit Card
6423,1190,2024-02-18,575,Net Banking
6424,1260,2022-03-10,439,Debit Card
6425,2004,2023-06-03,484,Debit Card
6426,2572,2022-03-07,427,Credit Card
6427,2973,2024-01-22,608,Net Banking
6428,710,2023-03-05,405,UPI
6429,2811,2023-08-09,387,Credit Card
6430,2593,2022-06-14,368,Debit Card
6431,2924,2022-08-13,594,Debit Card
6432,503,2022-11-18,587,Credit Card
6433,59,2023-04-18,656,Credit Card
6434,867,2024-05-31,369,Credit Card
6435,1186,2024-01-06,438,UPI
6436,1439,2023-03-06,531,Net Banking
6437,292,2023-01-08,640,UPI
6438,453,2024-01-22,536,Net Banking
6439,1600,2022-01-08,450,UPI
6440,1711,2023-07-16,600,Debit Card
6441,2363,2022-03-28,349,Net Banking
6442,2809,2024-04-18,677,UPI
6443,1518,2023-03-27,633,Net Banking
6444,2014,2024-07-31,640,Net Banking
6445,1637,2024-08-12,489,Net Banking
6446,2948,2023-03-20,496,Net Banking
6447,1031,2023-05-08,500,Credit Card
6448,2303,2022-12-28,363,Credit Card
6449,2049,2023-11-19,676,UPI
6450,2625,2022-05-24,599,Net Banking
6451,1274,2022-12-04,463,Debit Card
6452,290,2023-05-18,485,Credit Card
6453,1178,2023-08-10,618,Net Banking
6454,2168,2022-05-18,602,Net Banking
6455,589,2023-04-25,483,UPI
6456,1130,2022-05-26,384,Credit Card
6457,1766,2022-03-20,650,UPI
6458,2836,2022-02-11,511,Debit Card
6459,2437,2024-04-26,573,Net Banking
6460,2783,2022-08-26,629,Net Banking
6461,2809,2022-10-10,316,Credit Card
6462,1557,2024-03-30,544,Debit Card
6463,1251,2023-03-01,520,Debit Card
6464,2393,2022-02-08,424,Debit Card
6465,360,2022-09-21,425,Credit Card
6466,795,2022-04-02,577,Debit Card
6467,2322,2024-04-20,421,Debit Card
6468,82,2024-07-07,339,Credit Card
6469,459,2024-03-31,559,UPI
6470,2739,2022-01-22,504,UPI
6471,1031,2023-05-29,571,UPI
6472,1406,2023-06-20,554,UPI
6473,1522,2022-05-17,655,UPI
6474,1457,2022-06-07,590,Net Banking
6475,428,2022-12-18,337,UPI
6476,790,2023-02-26,610,Net Banking
6477,1037,2022-12-21,531,Debit Card
6478,1300,2022-03-16,530,Debit Card
6479,2664,2023-05-29,532,Credit Card
6480,2690,2022-09-05,467,UPI
6481,1628,2024-09-05,516,Net Banking
6482,1014,2023-11-04,403,UPI
6483,2911,2024-06-25,680,Net Banking
6484,2721,2022-09-14,333,Net Banking
6485,2677,2023-07-01,371,UPI
6486,2796,2023-02-01,322,Credit Card
6487,2458,2023-09-22,682,Credit Card
6488,1771,2022-05-13,434,Net Banking
6489,2469,2022-11-10,623,Net Banking
6490,1725,2023-12-22,385,Debit Card
6491,1612,2024-03-31,649,UPI
6492,563,2023-03-18,567,UPI
6493,479,2023-05-12,601,Net Banking
6494,784,2023-03-21,545,Credit Card
6495,371,2024-04-12,301,Debit Card
6496,2683,2024-08-10,552,Credit Card
6497,2486,2024-02-17,328,UPI
6498,2951,2024-01-29,645,Debit Card
6499,37,2022-07-12,575,Net Banking
6500,651,2022-04-14,364,Credit Card
6501,1497,2023-10-15,337,Credit Card
6502,2597,2022-10-08,479,Net Banking
6503,703,2024-04-26,455,UPI
6504,1709,2023-12-07,392,Debit Card
6505,147,2022-04-07,499,UPI
6506,1741,2023-02-22,410,Debit Card
6507,2465,2022-08-06,646,UPI
6508,150,2023-06-19,378,UPI
6509,773,2024-01-20,366,Net Banking
6510,526,2022-11-27,422,Credit Card
6511,1133,2022-01-15,419,Credit Card
6512,2635,2023-05-22,459,UPI
6513,2439,2024-02-14,568,UPI
6514,269,2023-11-20,439,Debit Card
6515,252,2022-05-25,443,UPI
6516,777,2024-02-11,476,Credit Card
6517,1999,2022-10-14,487,Credit Card
6518,2459,2022-08-06,676,Debit Card
6519,755,2023-06-12,326,Net Banking
6520,101,2022-05-24,434,UPI
6521,17,2022-11-06,402,Credit Card
6522,99,2024-07-18,616,Credit Card
6523,1918,2023-05-11,348,Debit Card
6524,966,2023-11-25,467,Debit Card
6525,530,2024-02-14,549,Net Banking
6526,2579,2023-10-21,411,Net Banking
6527,1787,2022-12-30,474,UPI
6528,1806,2023-02-12,332,Net Banking
6529,522,2023-03-31,481,Net Banking
6530,923,2022-12-12,463,UPI
6531,2284,2024-08-06,353,UPI
6532,1918,2024-08-18,348,Debit Card
6533,1596,2023-02-21,518,Credit Card
6534,1391,2024-07-01,648,Debit Card
6535,2377,2022-08-11,694,Debit Card
6536,2488,2022-09-30,390,Net Banking
6537,2900,2022-02-22,370,Credit Card
6538,1417,2022-03-02,627,Credit Card
6539,851,2024-06-24,429,Debit Card
6540,2608,2022-09-13,590,Credit Card
6541,1789,2022-06-11,540,UPI
6542,2066,2022-07-05,446,Net Banking
6543,1939,2022-07-13,409,Credit Card
6544,540,2023-09-10,608,Credit Card
6545,906,2023-04-06,356,Credit Card
6546,607,2023-03-29,476,Debit Card
6547,2324,2023-12-15,484,UPI
6548,1893,2023-11-15,343,UPI
6549,741,2022-03-28,677,Credit Card
6550,1727,2024-08-20,643,Debit Card
6551,727,2022-02-04,660,Net Banking
6552,2677,2024-01-09,643,UPI
6553,2450,2022-04-01,322,Credit Card
6554,2938,2022-10-10,427,Debit Card
6555,1614,2022-09-15,409,Net Banking
6556,1094,2022-10-25,427,Debit Card
6557,657,2024-02-06,697,Net Banking
6558,2410,2022-04-06,428,Debit Card
6559,641,2023-12-08,688,Credit Card
6560,2587,2022-02-27,536,Debit Card
6561,677,2024-07-30,525,Net Banking
6562,2941,2023-05-28,421,UPI
6563,644,2023-04-18,559,Credit Card
6564,2570,2023-06-04,527,UPI
6565,2739,2023-05-09,353,Credit Card
6566,2465,2024-07-26,410,Debit Card
6567,2214,2024-02-08,489,Debit Card
6568,162,2022-01-15,321,Credit Card
6569,246,2023-11-13,515,Debit Card
6570,2598,2024-09-25,370,UPI
6571,2108,2024-01-19,516,Net Banking
6572,1827,2024-06-24,468,UPI
6573,1649,2023-01-14,581,Net Banking
6574,494,2023-05-06,383,UPI
6575,1895,2023-11-01,313,Debit Card
6576,1185,2022-10-08,514,Debit Card
6577,903,2022-07-08,663,UPI
6578,1551,2022-12-29,631,Net Banking
6579,2165,2022-10-19,693,Credit Card
6580,1369,2022-10-31,682,Net Banking
6581,823,2022-12-07,360,Net Banking
6582,1281,2023-05-22,403,UPI
6583,279,2024-04-17,562,UPI
6584,444,2024-03-17,672,Net Banking
6585,1622,2023-08-06,644,Net Banking
6586,1471,2023-12-22,588,UPI
6587,2376,2023-02-23,466,Net Banking
6588,52,2022-02-12,626,Debit Card
6589,2890,2022-08-13,528,UPI
6590,629,2022-07-06,590,Net Banking
6591,1115,2023-06-13,430,Debit Card
6592,362,2022-01-09,587,Debit Card
6593,754,2024-09-21,364,UPI
6594,380,2024-01-20,434,UPI
6595,1447,2023-05-07,599,UPI
6596,2951,2022-07-22,531,Debit Card
6597,942,2023-05-12,502,Net Banking
6598,185,2022-10-07,334,UPI
6599,590,2024-08-16,518,UPI
6600,877,2022-02-28,393,Net Banking
6601,190,2023-07-13,338,Debit Card
6602,1994,2022-06-08,390,Debit Card
6603,500,2022-01-17,616,Debit Card
6604,1482,2023-10-16,686,Debit Card
6605,1276,2024-07-02,642,Debit Card
6606,2483,2022-06-06,384,UPI
6607,135,2022-03-31,665,UPI
6608,2326,2023-02-08,367,UPI
6609,105,2023-04-17,520,UPI
6610,812,2023-09-10,326,Net Banking
6611,2206,2024-08-14,407,UPI
6612,2044,2023-02-17,533,Credit Card
6613,207,2024-08-31,523,Debit Card
6614,1273,2022-11-07,503,Net Banking
6615,1607,2023-01-22,610,UPI
6616,2818,2023-07-30,412,Net Banking
6617,2803,2024-04-19,301,UPI
6618,862,2023-06-15,508,Debit Card
6619,2795,2024-02-01,481,Credit Card
6620,2169,2022-12-01,470,Debit Card
6621,1369,2024-03-17,623,Net Banking
6622,677,2023-08-08,543,Debit Card
6623,1545,2023-01-25,588,Debit Card
6624,864,2024-04-06,697,Debit Card
6625,1342,2023-04-04,675,Debit Card
6626,1999,2022-09-08,622,UPI
6627,2941,2024-04-27,510,Debit Card
6628,1940,2024-09-11,327,UPI
6629,1915,2022-07-01,397,Debit Card
6630,1038,2023-10-16,427,Net Banking
6631,1705,2023-02-12,352,Credit Card
6632,1448,2022-04-13,451,Net Banking
6633,357,2023-07-14,323,Net Banking
6634,2103,2023-02-10,385,Net Banking
6635,2130,2023-12-14,566,Net Banking
6636,2524,2024-09-17,385,UPI
6637,1027,2023-09-11,429,Credit Card
6638,1007,2023-11-28,687,UPI
6639,342,2023-06-17,517,UPI
6640,1709,2024-03-30,343,Debit Card
6641,2733,2022-11-03,438,Credit Card
6642,2300,2024-09-25,575,Debit Card
6643,2849,2023-11-03,419,Credit Card
6644,2231,2022-09-11,577,Credit Card
6645,497,2023-02-09,595,Debit Card
6646,1098,2023-04-26,514,Credit Card
6647,554,2023-10-23,403,Net Banking
6648,2023,2023-09-09,425,Credit Card
6649,373,2024-03-05,643,Debit Card
6650,656,2024-08-10,313,Credit Card
6651,1580,2022-08-09,348,UPI
6652,739,2022-02-01,302,Debit Card
6653,985,2023-08-17,349,UPI
6654,623,2022-08-10,336,Debit Card
6655,993,2024-04-13,501,Debit Card
6656,2781,2022-03-10,448,Credit Card
6657,2432,2023-07-21,389,Credit Card
6658,688,2023-05-12,322,Debit Card
6659,1002,2022-05-06,580,Net Banking
6660,1983,2022-07-11,316,Credit Card
6661,750,2023-09-30,477,Credit Card
6662,1004,2022-04-11,638,Net Banking
6663,1991,2023-10-13,462,Net Banking
6664,2357,2023-12-16,651,Credit Card
6665,32,2023-12-17,301,Credit Card
6666,2688,2023-08-19,626,Credit Card
6667,1897,2023-01-21,474,Debit Card
6668,714,2024-08-19,449,UPI
6669,2170,2022-09-02,430,Debit Card
6670,2091,2024-07-20,697,Net Banking
6671,466,2023-01-17,336,UPI
6672,1167,2024-01-07,551,UPI
6673,1784,2023-09-26,358,Credit Card
6674,1906,2024-09-26,619,Credit Card
6675,2931,2023-12-08,581,Net Banking
6676,45,2022-05-17,546,Debit Card
6677,2184,2024-09-17,394,Credit Card
6678,1043,2022-02-24,322,Debit Card
6679,2691,2024-01-21,667,Credit Card
6680,2234,2024-08-13,671,Debit Card
6681,1160,2023-10-05,664,Credit Card
6682,733,2024-05-07,403,Debit Card
6683,464,2023-01-25,640,Credit Card
6684,103,2023-01-19,606,Debit Card
6685,729,2022-09-29,656,Credit Card
6686,2238,2022-08-28,370,UPI
6687,766,2023-12-30,529,Net Banking
6688,657,2023-01-05,374,Credit Card
6689,672,2022-04-01,411,Credit Card
6690,405,2023-03-24,538,UPI
6691,2972,2022-10-25,383,Debit Card
6692,686,2024-06-30,496,Net Banking
6693,2784,2022-01-28,350,Credit Card
6694,1643,2023-04-02,557,Credit Card
6695,463,2024-04-02,520,Net Banking
6696,2200,2023-02-26,676,Debit Card
6697,2449,2022-01-08,390,UPI
6698,393,2022-12-08,395,Net Banking
6699,1051,2024-02-12,385,Net Banking
6700,1813,2022-08-28,698,Credit Card
6701,699,2022-06-25,319,UPI
6702,343,2023-05-10,650,UPI
6703,855,2023-10-19,310,UPI
6704,2760,2022-01-13,483,Debit Card
6705,318,2023-09-15,566,UPI
6706,305,2022-03-04,639,UPI
6707,113,2023-04-04,464,UPI
6708,11,2023-06-25,431,UPI
6709,671,2023-07-15,448,Net Banking
6710,2005,2023-04-03,330,Debit Card
6711,2034,2023-06-01,427,Net Banking
6712,1852,2023-09-17,550,Credit Card
6713,29,2023-07-27,634,Debit Card
6714,98,2023-10-29,529,Net Banking
6715,1117,2023-11-07,449,Credit Card
6716,1392,2024-08-14,560,Debit Card
6717,1319,2022-12-02,666,Credit Card
6718,345,2023-05-25,382,Net Banking
6719,685,2023-04-11,627,Net Banking
6720,993,2024-08-10,670,Debit Card
6721,2247,2022-07-11,588,Credit Card
6722,483,2024-05-17,652,Debit Card
6723,535,2022-01-12,483,Credit Card
6724,369,2024-02-09,379,Credit Card
6725,792,2022-09-19,313,Net Banking
6726,801,2024-05-20,495,Credit Card
6727,299,2024-06-26,615,Credit Card
6728,1491,2022-01-31,390,UPI
6729,170,2023-02-15,460,Credit Card
6730,271,2023-11-22,539,UPI
6731,1945,2024-04-01,338,Credit Card
6732,1888,2022-02-20,641,Net Banking
6733,1113,2023-07-08,479,Net Banking
6734,2322,2023-03-23,560,Net Banking
6735,800,2023-10-08,635,Credit Card
6736,670,2024-07-04,429,Credit Card
6737,1835,2024-01-26,637,Credit Card
6738,1262,2023-10-12,451,Credit Card
